land_id,state,district,city_village,project_type,land_area_acres,land_type,owner_type,owners_count,ownership_dispute,dispute_level,notice_issued,consent_status,valuation_amount,compensation_amount,compensation_status,payment_delay_days,approval_status,approval_delay_days,rehabilitation_status,grievance_status,acquisition_percent,total_delay_days,acquisition_status,risk_level,expected_completion_days
LA20260030,Rajasthan,Nanded,Village_53,Industrial Corridor,46.01,Government,Government,2,No,Low,Yes,Obtained,19721497.0,19265352.0,Pending,98,Approved,120,Pending,None,89.44,79,Near Completion,Medium,118
LA20260305,Maharashtra,Puri,Village_3,Airport,41.34,Commercial,Company,3,No,Medium,Yes,Disputed,9594173.0,22277473.0,Pending,180,Pending,126,Not Required,None,88.9,65,Near Completion,High,113
LA20260306,Gujarat,Varanasi,Village_6,Industrial Corridor,25.16,Industrial,Trust,7,No,High,No,Obtained,397391.0,6904645.0,Pending,156,Rejected,83,Not Required,None,97.2,346,Near Completion,High,227
LA20260200,New Delhi,Nanded,Village_18,Metro,29.33,Commercial,Individual,6,No,None,Yes,Obtained,6724702.0,5288641.0,Pending,84,Approved,12,Pending,None,29.13,134,In Progress,Low,339
LA20260293,Odisha, Mangaluru,Village_4,National Highway,5.1,Government,Joint Family,5,No,Low,No,Obtained,12155097.0,3487837.0,Partial,141,Approved,37,Not Required,Resolved,46.44,92,In Progress,Low,262
LA20260382,Maharashtra,Nagaur,Village_6,Railway,26.85,Agricultural,Company,3,No,None,Yes,Obtained,11464644.0,430895.0,Partial,46,Approved,40,Completed,None,98.86,47,Near Completion,Low,72
LA20260583,Tamil Nadu,Gurugram,Village_81,Industrial Corridor,15.59,Industrial,Company,2,No,None,Yes,Pending,7229302.0,11610545.0,Pending,106,Approved,71,Pending,None,59.98,193,Advanced,Low,270
LA20260327,Bihar,Satara,Village_89,Dam,39.39,Agricultural,Trust,3,No,Low,Yes,Obtained,1519865.0,12006206.0,Paid,98,Approved,32,Not Required,None,29.4,131,In Progress,Medium,336
LA20260347,Maharashtra,Agra,Village_5,National Highway,42.18,Forest,Company,3,No,None,Yes,Pending,9997554.0,13635656.0,Paid,91,Pending,125,Not Required,None,33.44,187,In Progress,High,351
LA20260292, Punjab,Nashik,Village_52,Expressway,39.81,Industrial,Joint Family,2,No,None,Yes,Obtained,14350983.0,23655257.0,Pending,52,Pending,109,Not Required,None,61.82,303,Advanced,Low,319
LA20260322,Maharashtra,Sarai Rohilla (Delhi),Village_88,Expressway,49.92,Government,Joint Family,3,No,None,Yes,Obtained,3282713.0,12178750.0,Partial,70,Pending,56,Not Required,Open,60.15,329,Advanced,Low,337
LA20260334,Madhya Pradesh,Kapurtala,Village_67,Airport,9.63,Agricultural,Government,5,No,High,Yes,Pending,18052298.0,19546084.0,Paid,166,Pending,66,Completed,None,40.14,156,In Progress,High,315
LA20260371,Telangana,Amritsar,Village_62,Airport,12.85,Industrial,Individual,5,Yes,None,Yes,Obtained,7851959.0,22823913.0,Paid,124,Approved,64,Pending,Resolved,69.92,361,Advanced,Medium,322
LA20260611,New Delhi,Pune,Village_86,Metro,49.77,Residential,Trust,7,Yes,None,Yes,Obtained,6807343.0,6575983.0,Partial,33,Approved,74,Pending,Open,41.3,54,In Progress,Medium,260
LA20260606,Karnataka,Mumbai,Village_46,Airport,4.41,Residential,Joint Family,3,No,High,Yes,Pending,9394135.0,21809073.0,Paid,48,Approved,139,Pending,Resolved,49.47,104,In Progress,Medium,259
LA20260383, Punjab,patiyala,Village_88,Industrial Corridor,20.85,Government,Joint Family,2,No,None,No,Obtained,17657838.0,11171365.0,Paid,34,Approved,17,Pending,None,79.44,136,Advanced,Low,179
LA20260497,Tamil Nadu,Coimbtore,Village_39,Dam,21.66,Forest,Company,7,No,None,No,Pending,11325164.0,6840803.0,Pending,59,Approved,25,Not Required,None,35.48,256,In Progress,Low,379
LA20260438,Tamil Nadu,Sarai Rohilla (Delhi),Village_30,Metro,37.96,Forest,Company,1,No,High,Yes,Pending,6892376.0,13713066.0,Paid,143,Rejected,38,Not Required,Open,79.39,330,Advanced,High,276
LA20260361,Rajasthan,Mumbai,Village_60,Railway,7.2,Government,Individual,6,Yes,Medium,Yes,Obtained,15147664.0,19907640.0,Pending,163,Approved,93,Pending,Open,39.61,29,In Progress,High,253
LA20260105,Haryana,jaisalmer,Village_59,State Highway,10.13,Government,Government,5,No,Low,Yes,Obtained,9808281.0,375994.0,Partial,6,Pending,136,Not Required,None,53.68,158,Advanced,Low,272
LA20260115,Bihar,Thane,Village_33,National Highway,13.36,Forest,Company,1,No,None,Yes,Pending,13480401.0,16124334.0,Pending,87,Approved,54,Pending,Open,99.81,84,Near Completion,Low,88
LA20260156,Odisha,Satara,Village_80,Dam,3.8,Agricultural,Government,5,No,None,Yes,Obtained,11470758.0,8895939.0,Paid,127,Pending,100,Pending,Open,97.24,300,Near Completion,Medium,204
LA20260312,Uttar Pradesh,Darbhanga,Village_49,Metro,39.54,Residential,Government,1,No,Low,Yes,Pending,13726876.0,18301250.0,Pending,79,Approved,46,Pending,None,51.43,186,Advanced,Low,293
LA20260008,Madhya Pradesh,Ajmer,Village_19,Metro,27.23,Agricultural,Government,7,No,None,Yes,Obtained,18967560.0,15773377.0,Partial,179,Approved,63,In Progress,None,38.54,287,In Progress,Medium,385
LA20260250,Rajasthan,Chennai,Village_30,State Highway,32.0,Forest,Joint Family,1,No,Medium,No,Pending,9787420.0,6068502.0,Paid,23,Pending,114,Not Required,Resolved,51.88,267,Advanced,Medium,332
LA20260518,Telangana,Vadodara,Village_59,State Highway,17.09,Forest,Individual,5,No,Medium,Yes,Pending,8419122.0,12432538.0,Paid,68,Approved,89,Not Required,Open,80.9,329,Near Completion,Medium,271
LA20260483,Uttar Pradesh,Kanpur,Village_32,Industrial Corridor,8.03,Agricultural,Trust,6,No,Medium,Yes,Pending,13177632.0,21568299.0,Paid,67,Approved,65,Pending,Resolved,59.33,306,Advanced,Low,328
LA20260627,Karnataka,Thane,Village_22,Metro,22.01,Agricultural,Government,4,No,None,Yes,Obtained,4462327.0,12529749.0,Pending,164,Approved,141,Pending,None,77.28,150,Advanced,Medium,193
LA20260602,Gujarat,Ludhiana,Village_88,Railway,33.56,Residential,Trust,6,Yes,High,No,Obtained,10630980.0,13502978.0,Paid,82,Pending,8,Completed,None,16.16,358,Initial,High,492
LA20260323,Bihar,Ludhiana,Village_3,Industrial Corridor,46.69,Residential,Company,1,No,None,Yes,Obtained,4668159.0,22193422.0,Partial,178,Pending,33,In Progress,None,61.48,48,Advanced,Low,192
LA20260291,New Delhi,Kolhapur,Village_71,Dam,18.1,Forest,Company,4,No,Low,Yes,Obtained,8602566.0,3331830.0,Paid,107,Approved,11,In Progress,Resolved,34.77,116,In Progress,Medium,312
LA20260141, Punjab,Vadodara,Village_94,Dam,47.79,Industrial,Trust,6,Yes,Low,Yes,Disputed,9322101.0,970490.0,Partial,179,Pending,25,Completed,None,48.83,101,In Progress,Medium,259
LA20260285,Maharashtra, Mangaluru,Village_88,Airport,29.86,Commercial,Individual,7,No,None,Yes,Obtained,12526993.0,4222148.0,Paid,46,Approved,38,Pending,Resolved,41.43,102,In Progress,Low,283
LA20260044,Odisha,Ahmednagar,Village_9,Railway,4.51,Agricultural,Individual,7,Yes,None,Yes,Pending,2078014.0,23264133.0,Paid,7,Approved,66,In Progress,Resolved,39.63,253,In Progress,Medium,365
LA20260043,Karnataka,Mumbai,Village_14,Expressway,15.58,Commercial,Joint Family,7,No,Low,Yes,Obtained,18411893.0,22538852.0,Paid,128,Pending,69,Not Required,Resolved,67.76,137,Advanced,Low,217
LA20260074,Karnataka,Pune,Village_57,Industrial Corridor,32.22,Industrial,Joint Family,7,Yes,None,Yes,Pending,18581777.0,5414849.0,Paid,122,Approved,90,Not Required,Resolved,64.46,352,Advanced,Medium,335
LA20260635,Maharashtra,Karnal,Village_49,Industrial Corridor,35.28,Industrial,Joint Family,2,No,Medium,Yes,Pending,10328208.0,12508805.0,Paid,158,Approved,108,Completed,None,17.35,76,Initial,High,347
LA20260588, Punjab,Kolhapur,Village_64,Expressway,35.33,Industrial,Company,6,No,Low,Yes,Pending,17519992.0,5425525.0,Paid,3,Approved,63,Completed,None,76.12,288,Advanced,Low,265
LA20260067,Haryana,Nagaur,Village_37,Dam,27.7,Forest,Joint Family,2,No,High,Yes,Pending,16882257.0,4484381.0,Paid,36,Pending,41,Not Required,Resolved,90.71,144,Near Completion,Medium,147
LA20260012,Bihar,Ahmednagar,Village_82,State Highway,4.91,Forest,Individual,7,Yes,High,Yes,Pending,1214241.0,1983287.0,Paid,163,Rejected,68,Not Required,None,65.24,192,Advanced,High,252
LA20260435,Bihar,Noida,Village_35,Metro,13.3,Commercial,Company,1,No,Low,Yes,Pending,13382152.0,15639225.0,Pending,162,Approved,25,Pending,Resolved,24.01,137,Initial,Medium,357
LA20260529,Haryana,Noida,Village_34,National Highway,31.24,Forest,Government,2,No,Medium,Yes,Pending,6879710.0,10189081.0,Paid,158,Approved,134,Not Required,None,62.18,224,Advanced,High,278
LA20260342,Haryana,Udupi,Village_42,National Highway,15.29,Industrial,Joint Family,5,No,None,Yes,Obtained,12218068.0,14085285.0,Partial,176,Approved,18,Pending,Open,45.49,245,In Progress,Medium,342
LA20260582,Bihar,Amritsar,Village_77,Expressway,36.47,Commercial,Government,6,No,Low,Yes,Pending,1283951.0,7298363.0,Pending,51,Approved,125,Pending,Resolved,16.01,206,Initial,Medium,417
LA20260261,Karnataka,Ahmednagar,Village_68,State Highway,10.6,Government,Individual,6,No,None,Yes,Disputed,1013431.0,10514659.0,Paid,148,Pending,6,Pending,None,17.1,174,Initial,Medium,397
LA20260426,Rajasthan,Panipat,Village_13,Dam,32.72,Residential,Trust,1,Yes,None,Yes,Obtained,10908376.0,10868363.0,Pending,134,Approved,87,In Progress,None,72.33,258,Advanced,Medium,263
LA20260178,Rajasthan,Sarai Rohilla (Delhi),Village_16,National Highway,33.18,Industrial,Individual,7,No,Low,Yes,Pending,980468.0,1193713.0,Paid,72,Pending,88,Pending,None,68.11,278,Advanced,Low,286
LA20260604,Odisha,Pune,Village_17,Industrial Corridor,44.67,Industrial,Trust,1,No,Medium,Yes,Obtained,2388755.0,6843265.0,Pending,72,Approved,118,Not Required,Resolved,97.17,318,Near Completion,Medium,213
LA20260591,Madhya Pradesh,Nagaur,Village_38,Airport,12.47,Agricultural,Trust,1,Yes,None,Yes,Disputed,17041488.0,3359720.0,Paid,40,Pending,104,Not Required,None,16.25,301,Initial,High,464
LA20260084, Punjab,jaisalmer,Village_45,Expressway,3.36,Commercial,Company,5,No,None,Yes,Obtained,11340577.0,10792389.0,Pending,33,Pending,114,Not Required,Open,21.6,215,Initial,Medium,403
LA20260396,Madhya Pradesh,Pune,Village_53,State Highway,13.2,Industrial,Trust,5,No,High,Yes,Pending,17117110.0,7255897.0,Paid,167,Approved,17,Not Required,None,70.5,202,Advanced,High,240
LA20260633,Telangana,Agra,Village_98,Industrial Corridor,31.75,Agricultural,Individual,1,No,Low,Yes,Pending,18644579.0,3628490.0,Paid,25,Pending,57,Not Required,None,58.38,21,Advanced,Low,189
LA20260585, Punjab,Varanasi,Village_21,Metro,14.44,Industrial,Government,3,No,None,Yes,Obtained,10162044.0,5417228.0,Paid,134,Approved,67,Not Required,Open,12.63,341,Initial,Medium,495
LA20260080,Rajasthan,Kanpur,Village_12,Metro,39.15,Agricultural,Trust,7,Yes,Medium,Yes,Obtained,7418415.0,17512150.0,Paid,89,Pending,130,Pending,None,61.35,144,Advanced,High,241
LA20260024,Gujarat,Coimbtore,Village_5,Airport,27.91,Industrial,Joint Family,1,No,Medium,Yes,Disputed,14203121.0,15576033.0,Paid,174,Approved,69,Not Required,None,95.24,236,Near Completion,Medium,178
LA20260249,Tamil Nadu, Indore,Village_10,Railway,43.73,Government,Company,7,No,Medium,Yes,Obtained,19382531.0,1282791.0,Partial,125,Approved,29,Not Required,None,81.07,318,Near Completion,Medium,265
LA20260339,Gujarat,Nanded,Village_25,State Highway,41.67,Residential,Joint Family,3,No,Medium,Yes,Obtained,13452445.0,9622122.0,Partial,114,Pending,105,Not Required,None,96.48,275,Near Completion,High,194
LA20260474, Punjab,Patna,Village_99,Metro,42.93,Government,Government,6,No,None,Yes,Obtained,16192507.0,12162434.0,Paid,75,Approved,52,Completed,None,89.36,91,Near Completion,Low,125
LA20260355,Maharashtra,Nanded,Village_5,National Highway,25.07,Commercial,Company,4,Yes,None,Yes,Obtained,11795956.0,2992709.0,Partial,23,Approved,84,Completed,Open,83.5,239,Near Completion,Medium,217
LA20260236,Maharashtra,jaisalmer,Village_18,Expressway,7.02,Government,Government,3,Yes,None,Yes,Obtained,10400806.0,16272933.0,Paid,140,Approved,9,Not Required,Open,29.88,301,In Progress,High,420
LA20260282,Uttar Pradesh,Ajmer,Village_56,State Highway,22.71,Government,Individual,2,No,Medium,Yes,Obtained,2712082.0,7210151.0,Pending,160,Approved,101,Not Required,None,88.88,124,Near Completion,High,143
LA20260258,Rajasthan,Kapurtala,Village_45,Industrial Corridor,5.41,Residential,Individual,2,Yes,None,Yes,Obtained,3986594.0,899145.0,Paid,180,Approved,47,Completed,None,43.39,221,In Progress,Medium,337
LA20260138,Bihar,Ahmednagar,Village_3,Dam,23.24,Government,Trust,2,No,Low,Yes,Pending,14946064.0,10850308.0,Paid,36,Approved,103,Pending,Resolved,84.29,263,Near Completion,Low,227
LA20260276,Karnataka,Sonipat,Village_59,Airport,16.68,Commercial,Individual,6,Yes,Medium,Yes,Obtained,19385099.0,10368590.0,Pending,56,Pending,99,Completed,Resolved,59.89,158,Advanced,High,252
LA20260237,Gujarat,Coimbtore,Village_32,Railway,36.44,Industrial,Joint Family,6,No,None,Yes,Pending,15538122.0,655288.0,Paid,57,Rejected,30,Not Required,None,70.44,203,Advanced,Low,241
LA20260450,Gujarat, Chattarpur (Delhi),Village_22,State Highway,23.46,Agricultural,Trust,4,No,None,Yes,Obtained,17945883.0,9230202.0,Pending,54,Approved,67,Not Required,None,33.65,209,In Progress,Low,362
LA20260213,Madhya Pradesh,Udupi,Village_40,National Highway,12.41,Government,Trust,1,No,None,Yes,Pending,1146071.0,13101716.0,Pending,129,Approved,47,Not Required,None,98.83,310,Near Completion,Low,204
LA20260010,New Delhi,Ludhiana,Village_29,Metro,26.29,Government,Government,5,No,None,Yes,Pending,6876807.0,22757750.0,Paid,73,Approved,49,Pending,None,35.27,352,In Progress,Low,428
LA20260245,Madhya Pradesh,Nashik,Village_62,Dam,25.66,Agricultural,Joint Family,4,No,Low,Yes,Obtained,14512216.0,3352145.0,Partial,57,Rejected,67,In Progress,None,92.1,107,Near Completion,Low,124
LA20260272,Madhya Pradesh, Bhopal,Village_49,Expressway,37.41,Forest,Government,5,No,None,Yes,Disputed,15373755.0,22705087.0,Paid,71,Approved,110,Pending,None,58.0,355,Advanced,Low,357
LA20260358,Madhya Pradesh,Satara,Village_18,Dam,38.39,Government,Individual,6,No,High,Yes,Pending,14317683.0,6468593.0,Pending,114,Approved,7,Not Required,None,54.63,5,Advanced,High,193
LA20260637,Haryana,Thane,Village_61,Dam,25.86,Industrial,Individual,7,No,None,Yes,Disputed,18101450.0,17030770.0,Partial,22,Pending,91,Not Required,None,43.7,3,In Progress,Low,227
LA20260297,Tamil Nadu,Panipat,Village_93,National Highway,3.71,Residential,Individual,4,No,None,Yes,Pending,19327225.0,18054997.0,Paid,72,Pending,64,In Progress,Open,34.61,52,In Progress,Medium,280
LA20260085,Gujarat,Kapurtala,Village_17,State Highway,34.9,Industrial,Trust,5,No,Medium,No,Obtained,15291313.0,3393110.0,Paid,102,Approved,6,In Progress,Resolved,35.91,92,In Progress,High,296
LA20260502,Odisha,Patna,Village_32,Industrial Corridor,36.11,Commercial,Trust,4,No,None,Yes,Obtained,6035087.0,8367168.0,Paid,84,Pending,26,Completed,Resolved,19.35,291,Initial,Low,449
LA20260219,Bihar, Indore,Village_4,National Highway,40.89,Forest,Trust,1,Yes,None,Yes,Obtained,7833940.0,12539639.0,Partial,136,Approved,77,Pending,None,18.54,130,Initial,High,371
LA20260204,Odisha,Kanpur,Village_31,Dam,6.84,Residential,Individual,1,Yes,None,Yes,Pending,17672336.0,23260788.0,Partial,91,Pending,57,In Progress,None,43.97,288,In Progress,Medium,368
LA20260197,Maharashtra,Kapurtala,Village_94,National Highway,14.99,Forest,Company,2,Yes,Medium,Yes,Disputed,19814726.0,9699858.0,Partial,41,Approved,126,Not Required,None,50.13,171,Advanced,High,290
LA20260427,Uttar Pradesh,Kapurtala,Village_46,Metro,27.5,Residential,Government,3,No,Medium,Yes,Obtained,16403541.0,21900216.0,Paid,87,Approved,27,Not Required,Open,53.19,248,Advanced,Medium,319
LA20260094,Haryana,Ajmer,Village_65,Expressway,25.72,Forest,Joint Family,1,No,None,Yes,Obtained,7910807.0,16890603.0,Paid,144,Approved,127,Not Required,Resolved,70.14,230,Advanced,Medium,256
LA20260409,Tamil Nadu,Ajmer,Village_42,Metro,28.28,Government,Individual,6,No,Medium,Yes,Obtained,2755489.0,1288251.0,Partial,27,Approved,8,Not Required,None,88.57,36,Near Completion,Low,100
LA20260464,Tamil Nadu, Indore,Village_22,Industrial Corridor,29.09,Government,Joint Family,2,Yes,Medium,Yes,Obtained,8948703.0,7721369.0,Partial,8,Approved,39,Completed,Resolved,35.1,359,In Progress,High,432
LA20260594,Uttar Pradesh,Ludhiana,Village_45,Metro,15.41,Industrial,Company,7,No,None,No,Obtained,6209377.0,3528220.0,Paid,148,Approved,129,Not Required,None,47.46,12,In Progress,Medium,219
LA20260029,Tamil Nadu,patiyala,Village_98,National Highway,26.03,Agricultural,Joint Family,6,Yes,None,Yes,Pending,2603164.0,4939419.0,Paid,61,Approved,61,Completed,Open,8.3,152,Initial,High,414
LA20260185,Rajasthan,Bhagalpur,Village_7,National Highway,38.58,Agricultural,Company,1,No,Medium,Yes,Obtained,751253.0,14751844.0,Pending,96,Pending,47,Not Required,None,11.57,66,Initial,High,361
LA20260524,Tamil Nadu,Sonipat,Village_3,National Highway,7.53,Industrial,Company,6,No,Medium,Yes,Disputed,1695436.0,2667506.0,Partial,133,Approved,2,Pending,None,71.46,243,Advanced,Medium,258
LA20260179, Punjab,Chennai,Village_71,Industrial Corridor,38.34,Commercial,Joint Family,3,No,Medium,No,Obtained,14877912.0,24611185.0,Pending,99,Approved,53,Completed,Open,28.35,284,In Progress,High,416
LA20260609,Gujarat,Kanpur,Village_80,Railway,2.22,Forest,Joint Family,7,Yes,None,Yes,Pending,14841598.0,10236706.0,Paid,54,Approved,142,Pending,Resolved,67.81,217,Advanced,Medium,257
LA20260154,Uttar Pradesh,Pune,Village_12,Industrial Corridor,32.02,Industrial,Trust,2,No,None,Yes,Pending,10460473.0,20814896.0,Paid,56,Approved,66,Not Required,Open,37.92,127,In Progress,Medium,307
LA20260076,Rajasthan,Nagaur,Village_6,Metro,31.17,Residential,Joint Family,1,No,Low,No,Obtained,11078354.0,15465705.0,Pending,32,Approved,15,Not Required,Resolved,64.14,10,Advanced,Low,165
LA20260415,Uttar Pradesh,Panipat,Village_31,Railway,35.54,Forest,Trust,2,No,Medium,Yes,Disputed,5106686.0,209958.0,Pending,104,Approved,60,In Progress,Open,64.01,95,Advanced,Medium,208
LA20260093,Telangana,Gurugram,Village_54,State Highway,3.58,Residential,Trust,5,No,High,Yes,Pending,3027156.0,21705373.0,Paid,11,Approved,28,Not Required,None,92.3,278,Near Completion,Medium,209
LA20260356, Punjab,Nagpur,Village_48,Metro,22.12,Forest,Individual,5,Yes,None,No,Pending,368212.0,23362888.0,Partial,18,Approved,57,Completed,Open,30.39,262,In Progress,High,399
LA20260069,Madhya Pradesh,Amritsar,Village_76,National Highway,21.91,Commercial,Government,5,Yes,Medium,Yes,Obtained,19632144.0,22788689.0,Paid,156,Approved,80,Pending,Open,52.36,13,Advanced,High,204
LA20260319,Bihar,Varanasi,Village_82,National Highway,11.42,Industrial,Trust,6,Yes,None,Yes,Obtained,16937534.0,11564682.0,Paid,91,Pending,1,Not Required,Open,69.17,215,Advanced,High,251
LA20260337,Gujarat,Nagpur,Village_9,Railway,1.8,Government,Individual,5,No,None,Yes,Disputed,1693161.0,23071138.0,Paid,76,Rejected,118,Not Required,None,81.78,71,Near Completion,Low,139
LA20260189, Punjab,Pune,Village_9,Metro,6.51,Industrial,Joint Family,4,Yes,High,Yes,Obtained,11233586.0,11326088.0,Partial,134,Approved,15,In Progress,None,65.2,278,Advanced,High,295
LA20260016,Bihar,Kapurtala,Village_69,Railway,39.21,Forest,Trust,6,No,None,Yes,Pending,7144054.0,13402534.0,Paid,15,Approved,77,Not Required,None,49.35,126,In Progress,Low,270
LA20260534,Telangana,Ajmer,Village_24,Dam,31.89,Industrial,Individual,2,No,None,Yes,Obtained,4627330.0,24680082.0,Pending,176,Approved,138,Completed,None,47.75,362,In Progress,Medium,393
LA20260480,Haryana,Ahmednagar,Village_33,National Highway,9.62,Industrial,Trust,4,No,None,Yes,Obtained,5213383.0,4890640.0,Paid,154,Pending,116,In Progress,None,90.91,44,Near Completion,Medium,96
LA20260089,Uttar Pradesh,Panipat,Village_62,National Highway,6.51,Industrial,Government,7,No,Low,Yes,Pending,17380918.0,19204341.0,Paid,55,Approved,46,Pending,None,41.35,274,In Progress,Low,370
LA20260547,Telangana,Sarai Rohilla (Delhi),Village_8,National Highway,25.88,Residential,Joint Family,1,No,High,Yes,Obtained,9646774.0,1727878.0,Paid,75,Approved,140,Not Required,None,52.94,122,Advanced,Medium,257
LA20260118,Maharashtra,Agra,Village_83,Expressway,27.0,Government,Trust,3,No,Medium,Yes,Obtained,18681580.0,21095352.0,Paid,120,Approved,52,Not Required,None,31.13,302,In Progress,High,416
LA20260508,Maharashtra,Kanpur,Village_75,State Highway,41.04,Industrial,Joint Family,7,No,Low,Yes,Obtained,16395677.0,24626242.0,Pending,38,Approved,140,Completed,None,10.2,211,Initial,Medium,438
LA20260489,Tamil Nadu, Indore,Village_98,Airport,25.51,Government,Government,6,No,High,Yes,Pending,7578611.0,6858802.0,Paid,50,Approved,130,Pending,Open,75.29,201,Advanced,High,225
LA20260034,Maharashtra,Solapur,Village_24,Dam,10.82,Government,Government,3,No,None,No,Pending,18244568.0,8177822.0,Paid,27,Approved,3,Pending,None,53.29,336,Advanced,Low,362
LA20260001,Haryana,Sangli,Village_7,Metro,39.87,Commercial,Individual,5,No,High,Yes,Pending,4344260.0,1979037.0,Paid,131,Approved,9,Pending,None,96.01,14,Near Completion,High,65
LA20260644,Karnataka,patiyala,Village_32,National Highway,37.31,Commercial,Individual,1,No,None,Yes,Obtained,3505614.0,8553823.0,Partial,122,Approved,0,Not Required,None,93.27,135,Near Completion,Low,134
LA20260408,Rajasthan,Ahmednagar,Village_23,State Highway,42.61,Commercial,Government,4,No,None,No,Pending,2511608.0,1452585.0,Paid,31,Pending,75,Pending,Resolved,53.84,14,Advanced,Low,200
LA20260632,Uttar Pradesh,Thane,Village_15,Metro,30.55,Government,Joint Family,7,No,Low,Yes,Pending,8219022.0,8705570.0,Paid,130,Approved,136,Not Required,None,83.1,176,Near Completion,Medium,187
LA20260539,Uttar Pradesh, Mangaluru,Village_27,Industrial Corridor,3.95,Government,Company,2,No,None,Yes,Obtained,18886728.0,24401597.0,Partial,174,Approved,9,Not Required,None,71.42,189,Advanced,Low,231
LA20260501,Uttar Pradesh,patiyala,Village_75,National Highway,26.61,Agricultural,Individual,3,No,None,Yes,Obtained,16215399.0,23527872.0,Paid,80,Approved,107,Not Required,Resolved,30.25,78,In Progress,Medium,307
LA20260341,Madhya Pradesh,Coimbtore,Village_76,Industrial Corridor,26.14,Commercial,Government,7,No,High,Yes,Disputed,9306851.0,15205767.0,Paid,139,Pending,39,Not Required,Open,89.26,263,Near Completion,High,211
LA20260023,Rajasthan,Ajmer,Village_20,State Highway,46.88,Industrial,Joint Family,6,No,None,Yes,Disputed,16009379.0,2256282.0,Paid,80,Rejected,110,In Progress,None,93.88,362,Near Completion,Low,246
LA20260062,Karnataka,Solapur,Village_100,Industrial Corridor,18.69,Agricultural,Individual,7,Yes,None,Yes,Obtained,4466166.0,10518553.0,Paid,30,Approved,36,Completed,Open,76.9,285,Advanced,Medium,261
LA20260117,Madhya Pradesh, Nizamabad,Village_20,State Highway,7.29,Commercial,Company,1,Yes,Low,Yes,Obtained,5694952.0,3336313.0,Partial,70,Pending,89,Not Required,None,8.65,164,Initial,Medium,419
LA20260457,Haryana,Satara,Village_64,Airport,19.33,Government,Government,4,No,None,Yes,Obtained,4939523.0,22860442.0,Paid,92,Approved,44,Completed,Open,84.99,226,Near Completion,Medium,206
LA20260229,Madhya Pradesh,Satara,Village_55,Railway,32.98,Residential,Trust,6,No,None,No,Obtained,18961790.0,16007634.0,Paid,158,Approved,35,Completed,None,6.81,233,Initial,Medium,460
LA20260090, Punjab,Ludhiana,Village_46,Metro,15.51,Residential,Individual,2,Yes,None,Yes,Obtained,8755901.0,12549125.0,Pending,79,Approved,111,Completed,None,35.95,346,In Progress,High,423
LA20260183,Odisha,Thane,Village_85,Metro,48.41,Commercial,Government,2,No,None,Yes,Disputed,12090588.0,7250350.0,Paid,16,Approved,134,Pending,Open,28.24,147,In Progress,Medium,348
LA20260406,Odisha, Bhopal,Village_58,Airport,11.65,Commercial,Company,1,Yes,None,Yes,Obtained,16180719.0,8152436.0,Paid,152,Approved,106,Not Required,Open,99.77,160,Near Completion,High,126
LA20260345,Maharashtra,Coimbtore,Village_40,Industrial Corridor,21.77,Agricultural,Company,3,Yes,Medium,No,Obtained,19353097.0,4575015.0,Paid,21,Pending,145,In Progress,Resolved,14.39,258,Initial,High,448
LA20260019,Telangana,jaisalmer,Village_2,Metro,15.5,Government,Company,6,No,None,Yes,Pending,3237575.0,4655350.0,Paid,18,Approved,104,Not Required,None,45.23,65,In Progress,Low,253
LA20260313,Odisha,Nagpur,Village_9,State Highway,26.1,Industrial,Individual,6,No,Low,No,Obtained,1236191.0,10391136.0,Pending,133,Approved,102,Not Required,None,89.55,191,Near Completion,Medium,174
LA20260479,Rajasthan,Solapur,Village_11,Airport,10.5,Agricultural,Joint Family,6,No,None,Yes,Pending,12748909.0,18506139.0,Paid,125,Approved,9,In Progress,None,8.49,301,Initial,Medium,488
LA20260145,Madhya Pradesh,Bhagalpur,Village_44,Dam,22.16,Forest,Company,1,No,None,Yes,Pending,13089241.0,2267801.0,Pending,121,Pending,99,Not Required,Resolved,6.84,175,Initial,High,431
LA20260571, Punjab,Satara,Village_9,Airport,2.58,Government,Company,7,No,High,Yes,Disputed,17649691.0,17910155.0,Partial,14,Pending,99,Not Required,Resolved,34.01,69,In Progress,High,291
LA20260332,Madhya Pradesh,Karnal,Village_11,Industrial Corridor,28.81,Commercial,Individual,7,Yes,None,No,Obtained,16863986.0,5993894.0,Partial,26,Approved,8,Completed,Open,60.99,324,Advanced,Medium,332
LA20260587,Haryana,Sarai Rohilla (Delhi),Village_94,National Highway,6.07,Forest,Joint Family,4,No,Medium,Yes,Pending,14638957.0,22439314.0,Paid,169,Pending,41,Not Required,None,23.84,9,Initial,High,293
LA20260434,Odisha,Darbhanga,Village_88,Industrial Corridor,10.47,Government,Individual,3,Yes,Low,Yes,Obtained,2940272.0,3684375.0,Partial,57,Approved,61,In Progress,None,96.57,189,Near Completion,Medium,150
LA20260531,Telangana,Coimbtore,Village_35,Metro,42.15,Forest,Individual,7,No,Medium,No,Obtained,19238566.0,2412710.0,Partial,24,Approved,115,In Progress,None,48.55,343,In Progress,Medium,381
LA20260047,Madhya Pradesh,Kanpur,Village_25,Airport,34.9,Government,Joint Family,3,Yes,None,Yes,Disputed,15187152.0,22426659.0,Paid,24,Approved,148,Completed,None,16.06,213,Initial,High,420
